OrderID,ProductID,UnitPrice,Quantity,Discount (%),OrderDate,ShippedDate,CompanyName,ContactName,ContactTitle,City,Country,LastName,Employee Name,Title,HireDate,City.1,Shipping Company,Gross Revenue,Discount ($),Net Revenue,Days to Ship
10252,60,27.2,40,0.0,1996-07-09,1996-07-11,Suprêmes délices,Pascale Cartrain,Accounting Manager,Charleroi,Belgium,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,United Package,1088.0000305175781,0.0,1088.0000305175781,2.0
10253,31,10.0,20,0.0,1996-07-10,1996-07-16,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Leverling,Janet,Sales Representative,1992-04-01,Kirkland,United Package,200.0,0.0,200.0,6.0
10253,39,14.4,42,0.0,1996-07-10,1996-07-16,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Leverling,Janet,Sales Representative,1992-04-01,Kirkland,United Package,604.7999839782715,0.0,604.7999839782715,6.0
10253,49,16.0,40,0.0,1996-07-10,1996-07-16,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Leverling,Janet,Sales Representative,1992-04-01,Kirkland,United Package,640.0,0.0,640.0,6.0
10254,24,3.6,15,0.15,1996-07-11,1996-07-23,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,Buchanan,Steven,Sales Manager,1993-10-17,London,United Package,53.999998569488525,8.100000107288352,45.89999846220017,12.0
10254,55,19.2,21,0.15,1996-07-11,1996-07-23,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,Buchanan,Steven,Sales Manager,1993-10-17,London,United Package,403.2000160217285,60.48000480651865,342.72001121520987,12.0
10254,74,8.0,21,0.0,1996-07-11,1996-07-23,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,Buchanan,Steven,Sales Manager,1993-10-17,London,United Package,168.0,0.0,168.0,12.0
10255,2,15.2,20,0.0,1996-07-12,1996-07-15,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,Dodsworth,Anne,Sales Representative,1994-11-15,London,Federal Shipping,303.99999618530273,0.0,303.99999618530273,3.0
10255,16,13.9,35,0.0,1996-07-12,1996-07-15,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,Dodsworth,Anne,Sales Representative,1994-11-15,London,Federal Shipping,486.49998664855957,0.0,486.49998664855957,3.0
10255,36,15.2,25,0.0,1996-07-12,1996-07-15,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,Dodsworth,Anne,Sales Representative,1994-11-15,London,Federal Shipping,379.9999952316284,0.0,379.9999952316284,3.0
10255,59,44.0,30,0.0,1996-07-12,1996-07-15,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,Dodsworth,Anne,Sales Representative,1994-11-15,London,Federal Shipping,1320.0,0.0,1320.0,3.0
10256,53,26.2,15,0.0,1996-07-15,1996-07-17,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,Leverling,Janet,Sales Representative,1992-04-01,Kirkland,United Package,393.0000114440918,0.0,393.0000114440918,2.0
10256,77,10.4,12,0.0,1996-07-15,1996-07-17,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,Leverling,Janet,Sales Representative,1992-04-01,Kirkland,United Package,124.79999542236328,0.0,124.79999542236328,2.0
10257,27,35.1,25,0.0,1996-07-16,1996-07-22,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Federal Shipping,877.4999618530273,0.0,877.4999618530273,6.0
10257,39,14.4,6,0.0,1996-07-16,1996-07-22,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Federal Shipping,86.39999771118164,0.0,86.39999771118164,6.0
10257,77,10.4,15,0.0,1996-07-16,1996-07-22,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Federal Shipping,155.9999942779541,0.0,155.9999942779541,6.0
10258,2,15.2,50,0.2,1996-07-17,1996-07-23,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Davolio,Nancy,Sales Representative,1992-05-01,Seattle,Speedy Express,759.9999904632568,152.00000035762784,607.999990105629,6.0
10258,5,17.0,65,0.2,1996-07-17,1996-07-23,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Davolio,Nancy,Sales Representative,1992-05-01,Seattle,Speedy Express,1105.0,221.00000329315662,883.9999967068434,6.0
10258,32,25.6,6,0.2,1996-07-17,1996-07-23,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Davolio,Nancy,Sales Representative,1992-05-01,Seattle,Speedy Express,153.60000228881836,30.72000091552735,122.88000137329101,6.0
10259,21,8.0,10,0.0,1996-07-18,1996-07-25,Centro comercial Moctezuma,Francisco Chang,Marketing Manager,México D.F.,Mexico,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Federal Shipping,80.0,0.0,80.0,7.0
10259,37,20.8,1,0.0,1996-07-18,1996-07-25,Centro comercial Moctezuma,Francisco Chang,Marketing Manager,México D.F.,Mexico,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Federal Shipping,20.799999237060547,0.0,20.799999237060547,7.0
10260,41,7.7,16,0.25,1996-07-19,1996-07-29,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Speedy Express,123.19999694824219,30.799999237060547,92.39999771118164,10.0
10260,57,15.6,50,0.0,1996-07-19,1996-07-29,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Speedy Express,780.0000190734863,0.0,780.0000190734863,10.0
10260,62,39.4,15,0.25,1996-07-19,1996-07-29,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Speedy Express,591.0000228881836,147.7500057220459,443.2500171661377,10.0
10260,70,12.0,21,0.25,1996-07-19,1996-07-29,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Speedy Express,252.0,63.0,189.0,10.0
10261,21,8.0,20,0.0,1996-07-19,1996-07-30,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,United Package,160.0,0.0,160.0,11.0
10261,35,14.4,20,0.0,1996-07-19,1996-07-30,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,United Package,287.99999237060547,0.0,287.99999237060547,11.0
10262,5,17.0,12,0.2,1996-07-22,1996-07-25,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Callahan,Laura,Inside Sales Coordinator,1994-03-05,Seattle,Federal Shipping,204.0,40.80000060796738,163.19999939203262,3.0
10262,7,24.0,15,0.0,1996-07-22,1996-07-25,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Callahan,Laura,Inside Sales Coordinator,1994-03-05,Seattle,Federal Shipping,360.0,0.0,360.0,3.0
10262,56,30.4,2,0.0,1996-07-22,1996-07-25,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Callahan,Laura,Inside Sales Coordinator,1994-03-05,Seattle,Federal Shipping,60.79999923706055,0.0,60.79999923706055,3.0
10263,16,13.9,60,0.25,1996-07-23,1996-07-31,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Dodsworth,Anne,Sales Representative,1994-11-15,London,Federal Shipping,833.9999771118164,208.4999942779541,625.4999828338623,8.0
10263,24,3.6,28,0.0,1996-07-23,1996-07-31,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Dodsworth,Anne,Sales Representative,1994-11-15,London,Federal Shipping,100.79999732971191,0.0,100.79999732971191,8.0
10263,30,20.7,60,0.25,1996-07-23,1996-07-31,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Dodsworth,Anne,Sales Representative,1994-11-15,London,Federal Shipping,1242.0000457763672,310.5000114440918,931.5000343322754,8.0
10263,74,8.0,36,0.25,1996-07-23,1996-07-31,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Dodsworth,Anne,Sales Representative,1994-11-15,London,Federal Shipping,288.0,72.0,216.0,8.0
10264,2,15.2,35,0.0,1996-07-24,1996-08-23,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,Suyama,Michael,Sales Representative,1993-10-17,London,Federal Shipping,531.9999933242798,0.0,531.9999933242798,30.0
10264,41,7.7,25,0.15,1996-07-24,1996-08-23,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,Suyama,Michael,Sales Representative,1993-10-17,London,Federal Shipping,192.49999523162842,28.875000432133646,163.62499479949477,30.0
10265,17,31.2,30,0.0,1996-07-25,1996-08-12,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Strasbourg,France,Fuller,Andrew,"Vice President, Sales",1992-08-14,Tacoma,Speedy Express,936.0000228881836,0.0,936.0000228881836,18.0
10265,70,12.0,20,0.0,1996-07-25,1996-08-12,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Strasbourg,France,Fuller,Andrew,"Vice President, Sales",1992-08-14,Tacoma,Speedy Express,240.0,0.0,240.0,18.0
10266,12,30.4,12,0.05,1996-07-26,1996-07-31,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Leverling,Janet,Sales Representative,1992-04-01,Kirkland,Federal Shipping,364.7999954223633,18.24000004291534,346.55999537944797,5.0
10267,40,14.7,50,0.0,1996-07-29,1996-08-06,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Speedy Express,734.9999904632568,0.0,734.9999904632568,8.0
10267,59,44.0,70,0.15,1996-07-29,1996-08-06,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Speedy Express,3080.0,462.0000183582306,2617.9999816417694,8.0
10267,76,14.4,15,0.15,1996-07-29,1996-08-06,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Speedy Express,215.9999942779541,32.40000042915341,183.5999938488007,8.0
10268,29,99.0,10,0.0,1996-07-30,1996-08-02,GROSELLA-Restaurante,Manuel Pereira,Owner,Caracas,Venezuela,Callahan,Laura,Inside Sales Coordinator,1994-03-05,Seattle,Federal Shipping,990.0,0.0,990.0,3.0
10268,72,27.8,4,0.0,1996-07-30,1996-08-02,GROSELLA-Restaurante,Manuel Pereira,Owner,Caracas,Venezuela,Callahan,Laura,Inside Sales Coordinator,1994-03-05,Seattle,Federal Shipping,111.19999694824219,0.0,111.19999694824219,3.0
10269,33,2.0,60,0.05,1996-07-31,1996-08-09,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,Buchanan,Steven,Sales Manager,1993-10-17,London,Speedy Express,120.0,6.000000089406967,113.99999991059303,9.0
10269,72,27.8,20,0.05,1996-07-31,1996-08-09,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,Buchanan,Steven,Sales Manager,1993-10-17,London,Speedy Express,555.9999847412109,27.799999651312817,528.1999850898981,9.0
10270,36,15.2,30,0.0,1996-08-01,1996-08-02,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Davolio,Nancy,Sales Representative,1992-05-01,Seattle,Speedy Express,455.9999942779541,0.0,455.9999942779541,1.0
10270,43,36.8,25,0.0,1996-08-01,1996-08-02,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Davolio,Nancy,Sales Representative,1992-05-01,Seattle,Speedy Express,919.9999809265137,0.0,919.9999809265137,1.0
10271,33,2.0,24,0.0,1996-08-01,1996-08-30,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,Suyama,Michael,Sales Representative,1993-10-17,London,United Package,48.0,0.0,48.0,29.0
10272,20,64.8,6,0.0,1996-08-02,1996-08-06,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Suyama,Michael,Sales Representative,1993-10-17,London,United Package,388.8000183105469,0.0,388.8000183105469,4.0
10272,31,10.0,40,0.0,1996-08-02,1996-08-06,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Suyama,Michael,Sales Representative,1993-10-17,London,United Package,400.0,0.0,400.0,4.0
10272,72,27.8,24,0.0,1996-08-02,1996-08-06,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Suyama,Michael,Sales Representative,1993-10-17,London,United Package,667.1999816894531,0.0,667.1999816894531,4.0
10273,10,24.8,24,0.05,1996-08-05,1996-08-12,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Leverling,Janet,Sales Representative,1992-04-01,Kirkland,Federal Shipping,595.1999816894531,29.7599995279312,565.4399821615219,7.0
10273,31,10.0,15,0.05,1996-08-05,1996-08-12,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Leverling,Janet,Sales Representative,1992-04-01,Kirkland,Federal Shipping,150.0,7.500000111758709,142.4999998882413,7.0
10273,33,2.0,20,0.0,1996-08-05,1996-08-12,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Leverling,Janet,Sales Representative,1992-04-01,Kirkland,Federal Shipping,40.0,0.0,40.0,7.0
10273,40,14.7,60,0.05,1996-08-05,1996-08-12,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Leverling,Janet,Sales Representative,1992-04-01,Kirkland,Federal Shipping,881.9999885559082,44.10000008493661,837.8999884709716,7.0
10273,76,14.4,33,0.05,1996-08-05,1996-08-12,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Leverling,Janet,Sales Representative,1992-04-01,Kirkland,Federal Shipping,475.199987411499,23.75999972462653,451.4399876868725,7.0
10274,71,17.2,20,0.0,1996-08-06,1996-08-16,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,Reims,France,Suyama,Michael,Sales Representative,1993-10-17,London,Speedy Express,344.00001525878906,0.0,344.00001525878906,10.0
10274,72,27.8,7,0.0,1996-08-06,1996-08-16,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,Reims,France,Suyama,Michael,Sales Representative,1993-10-17,London,Speedy Express,194.59999465942383,0.0,194.59999465942383,10.0
10275,24,3.6,12,0.05,1996-08-07,1996-08-09,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,Davolio,Nancy,Sales Representative,1992-05-01,Seattle,Speedy Express,43.19999885559082,2.1599999749660483,41.03999888062477,2.0
10275,59,44.0,6,0.05,1996-08-07,1996-08-09,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,Davolio,Nancy,Sales Representative,1992-05-01,Seattle,Speedy Express,264.0,13.200000196695328,250.79999980330467,2.0
10276,10,24.8,15,0.0,1996-08-08,1996-08-14,Tortuga Restaurante,Miguel Angel Paolino,Owner,México D.F.,Mexico,Callahan,Laura,Inside Sales Coordinator,1994-03-05,Seattle,Federal Shipping,371.9999885559082,0.0,371.9999885559082,6.0
10276,13,4.8,10,0.0,1996-08-08,1996-08-14,Tortuga Restaurante,Miguel Angel Paolino,Owner,México D.F.,Mexico,Callahan,Laura,Inside Sales Coordinator,1994-03-05,Seattle,Federal Shipping,48.00000190734863,0.0,48.00000190734863,6.0
10277,28,36.4,20,0.0,1996-08-09,1996-08-13,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,Leipzig,Germany,Fuller,Andrew,"Vice President, Sales",1992-08-14,Tacoma,Federal Shipping,728.0000305175781,0.0,728.0000305175781,4.0
10277,62,39.4,12,0.0,1996-08-09,1996-08-13,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,Leipzig,Germany,Fuller,Andrew,"Vice President, Sales",1992-08-14,Tacoma,Federal Shipping,472.8000183105469,0.0,472.8000183105469,4.0
10278,44,15.5,16,0.0,1996-08-12,1996-08-16,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Callahan,Laura,Inside Sales Coordinator,1994-03-05,Seattle,United Package,248.0,0.0,248.0,4.0
10278,59,44.0,15,0.0,1996-08-12,1996-08-16,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Callahan,Laura,Inside Sales Coordinator,1994-03-05,Seattle,United Package,660.0,0.0,660.0,4.0
10278,63,35.1,8,0.0,1996-08-12,1996-08-16,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Callahan,Laura,Inside Sales Coordinator,1994-03-05,Seattle,United Package,280.79998779296875,0.0,280.79998779296875,4.0
10278,73,12.0,25,0.0,1996-08-12,1996-08-16,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Callahan,Laura,Inside Sales Coordinator,1994-03-05,Seattle,United Package,300.0,0.0,300.0,4.0
10279,17,31.2,15,0.25,1996-08-13,1996-08-16,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Callahan,Laura,Inside Sales Coordinator,1994-03-05,Seattle,United Package,468.0000114440918,117.00000286102295,351.00000858306885,3.0
10280,24,3.6,12,0.0,1996-08-14,1996-09-12,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Fuller,Andrew,"Vice President, Sales",1992-08-14,Tacoma,Speedy Express,43.19999885559082,0.0,43.19999885559082,29.0
10280,55,19.2,20,0.0,1996-08-14,1996-09-12,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Fuller,Andrew,"Vice President, Sales",1992-08-14,Tacoma,Speedy Express,384.00001525878906,0.0,384.00001525878906,29.0
10280,75,6.2,30,0.0,1996-08-14,1996-09-12,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Fuller,Andrew,"Vice President, Sales",1992-08-14,Tacoma,Speedy Express,185.9999942779541,0.0,185.9999942779541,29.0
10281,19,7.3,1,0.0,1996-08-14,1996-08-21,Romero y tomillo,Alejandra Camino,Accounting Manager,Madrid,Spain,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Speedy Express,7.300000190734863,0.0,7.300000190734863,7.0
10281,24,3.6,6,0.0,1996-08-14,1996-08-21,Romero y tomillo,Alejandra Camino,Accounting Manager,Madrid,Spain,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Speedy Express,21.59999942779541,0.0,21.59999942779541,7.0
10281,35,14.4,4,0.0,1996-08-14,1996-08-21,Romero y tomillo,Alejandra Camino,Accounting Manager,Madrid,Spain,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Speedy Express,57.599998474121094,0.0,57.599998474121094,7.0
10282,30,20.7,6,0.0,1996-08-15,1996-08-21,Romero y tomillo,Alejandra Camino,Accounting Manager,Madrid,Spain,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Speedy Express,124.20000457763672,0.0,124.20000457763672,6.0
10282,57,15.6,2,0.0,1996-08-15,1996-08-21,Romero y tomillo,Alejandra Camino,Accounting Manager,Madrid,Spain,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Speedy Express,31.200000762939453,0.0,31.200000762939453,6.0
10283,15,12.4,20,0.0,1996-08-16,1996-08-23,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Leverling,Janet,Sales Representative,1992-04-01,Kirkland,Federal Shipping,247.99999237060547,0.0,247.99999237060547,7.0
10283,19,7.3,18,0.0,1996-08-16,1996-08-23,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Leverling,Janet,Sales Representative,1992-04-01,Kirkland,Federal Shipping,131.40000343322754,0.0,131.40000343322754,7.0
10283,60,27.2,35,0.0,1996-08-16,1996-08-23,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Leverling,Janet,Sales Representative,1992-04-01,Kirkland,Federal Shipping,952.0000267028809,0.0,952.0000267028809,7.0
10283,72,27.8,3,0.0,1996-08-16,1996-08-23,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,Leverling,Janet,Sales Representative,1992-04-01,Kirkland,Federal Shipping,83.39999771118164,0.0,83.39999771118164,7.0
10284,27,35.1,15,0.25,1996-08-19,1996-08-27,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Speedy Express,526.4999771118164,131.6249942779541,394.8749828338623,8.0
10284,44,15.5,21,0.0,1996-08-19,1996-08-27,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Speedy Express,325.5,0.0,325.5,8.0
10284,60,27.2,20,0.25,1996-08-19,1996-08-27,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Speedy Express,544.0000152587891,136.00000381469727,408.0000114440918,8.0
10284,67,11.2,5,0.25,1996-08-19,1996-08-27,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Speedy Express,55.999999046325684,13.999999761581421,41.99999928474426,8.0
10285,1,14.4,45,0.2,1996-08-20,1996-08-26,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Davolio,Nancy,Sales Representative,1992-05-01,Seattle,United Package,647.9999828338623,129.5999984979629,518.3999843358994,6.0
10285,40,14.7,40,0.2,1996-08-20,1996-08-26,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Davolio,Nancy,Sales Representative,1992-05-01,Seattle,United Package,587.9999923706055,117.60000022649763,470.39999214410784,6.0
10285,53,26.2,36,0.2,1996-08-20,1996-08-26,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Davolio,Nancy,Sales Representative,1992-05-01,Seattle,United Package,943.2000274658203,188.6400083041192,754.5600191617011,6.0
10286,35,14.4,100,0.0,1996-08-21,1996-08-30,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Callahan,Laura,Inside Sales Coordinator,1994-03-05,Seattle,Federal Shipping,1439.9999618530273,0.0,1439.9999618530273,9.0
10286,62,39.4,40,0.0,1996-08-21,1996-08-30,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Callahan,Laura,Inside Sales Coordinator,1994-03-05,Seattle,Federal Shipping,1576.0000610351562,0.0,1576.0000610351562,9.0
10287,16,13.9,40,0.15,1996-08-22,1996-08-28,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,Rio de Janeiro,Brazil,Callahan,Laura,Inside Sales Coordinator,1994-03-05,Seattle,Federal Shipping,555.9999847412109,83.4000010251998,472.59998371601114,6.0
10287,34,11.2,20,0.0,1996-08-22,1996-08-28,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,Rio de Janeiro,Brazil,Callahan,Laura,Inside Sales Coordinator,1994-03-05,Seattle,Federal Shipping,223.99999618530273,0.0,223.99999618530273,6.0
10287,46,9.6,15,0.15,1996-08-22,1996-08-28,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,Rio de Janeiro,Brazil,Callahan,Laura,Inside Sales Coordinator,1994-03-05,Seattle,Federal Shipping,144.0000057220459,21.600001716613804,122.4000040054321,6.0
10288,54,5.9,10,0.1,1996-08-23,1996-09-03,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Speedy Express,59.000000953674316,5.900000183284284,53.10000077039003,11.0
10288,68,10.0,3,0.1,1996-08-23,1996-09-03,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Peacock,Margaret,Sales Representative,1993-05-03,Redmond,Speedy Express,30.0,3.0000000447034836,26.999999955296516,11.0
